Key,en,ar,he
OS_MAP_P97_DESC,"Our GIGA-Consciousness Unit is part of the GIGA
research institute (University of Liège, Belgium).
In the framework of HBP, our multidisciplinary
team aims at studying human consciousness and its
pathological, pharmacological and physiological
modifications, notably using electrophysiology and
neuroimaging tools, as well as investigating the
ethical issues of such a research.","وحدة المعرفة GIGA هي جزء من معهد GIGA للبحوث في
جامعة لييج في بلجيكا. هدف فريقنا متعدد
التخصصات في مشروع الدماغ البشري هو استكشاف
المعرفة الإنسانية والأوجه الّتي تتأثر
بها العوامل المرضية والطبية والفسيولوجية
وذلك أساسًا من خلال أدوات التصوير الالكترو- فيزيولوجي
والمحاكاة الدماغية؛ والتعامل كذلك بالقضايا الأخلاقية
الناشئة عن هذا البحث.","יחידת התוֹדעה של GIGA היא חלק ממכון המחקר GIGA שבאוניברסיטת לייז'
בבלגיה. מטרת הצוות הרב-תחומי שלנו במסגרת פרויקט
המוח האנושי היא לחקור את התוֹדעה האנושית
ואת הַאוֹפָנִים שבהם היא מושפעת מגורמים פּתולוגיים,
תרופתיים ופיזיולוגיים, זאת בעיקר באמצעות כלים
אלקטרופיזיולוגיים והדמיה מוחית; וכן לעסוק בסוגיות
האתיוֹת העולות ממחקר כזה."
OS_MAP_P98_NAME,The University of Amsterdam,جامعة أمستردام,אוניברסיטת אמסטרדם
OS_MAP_P98_CITY,"Amsterdam, The Netherlands",أمستردام، هولندا,"אמסטרדם, הולנד"
OS_MAP_P98_DESC,"The University of Amsterdam is included in
investigating cognitive and system neuroscience
phenomena in HBP, besides coordinating 5 teams of
researchers from 17 institutions around Europe.
Our main focus is to study perception, memory,
sleep, consciousness and develop methods for
integrating data from multiple scales into HBP ICT
Platforms.","كجزء من مشروع الدماغ البشري، تشارك جامعة أمستردام
في دراسة ظواهر الدماغ الإدراكية والمعرفية
وتنسق خمسة فرق بحثية من 17 مؤسسة في
جميع أنحاء أوروبا. أهدافنا الرئيسية
هي التحقيق في قضايا الإدراك؛ الذاكرة. النوم،
والمعرفة، وتطوير طرق لاستيعاب البيانات من
مختلف المقاييس على منصات تكنولوجيا
المعلومات والاتصالات الخاصة بالمشروع.","במסגרת פרויקט המוח האנושי אוניברסיטת אמסטרדם
משתתפת בחֵקֶר תופעות מוחיות קוגניטיביוֹת ומערכתיוֹת,
ומרכזת חמישה צוותי מחקר מ-17 מוסדות
ברחבי אירופה. מטרותינו העיקריות הן לחקור
את נושאי התפישׂה; הזיכרון; השינה והתוֹדעה,
ולפתח שיטות להטמעת נתונים מקני מידה
שונים בפלטפורמות טכנולוגיית המידע והתקשורת
של הפרויקט."
OS_MAP_P99_NAME,"The German Center for
Neurodegenerative Diseases","المركز الألماني
للأمراض العصبية","המֶרכז הגרמני
למחלות מוח ניווּניוֹת"
OS_MAP_P99_CITY,"Bonn, Germany",بُون، ألمانيا,"בון, גרמניה"
OS_MAP_P99_DESC,"The core objectives of the research are to
understand causes and risk factors for
neurodegenerative diseases & to develop new
therapeutic and preventive strategies by
translating fundamental discoveries into clinical
and public health applications. Within the HBP we
are focusing on deciphering the heterogeneity of
neurons by single-cell RNA-sequencing.","الأهداف الرئيسية للدراسة هي فهم العوامل وعوامل الخطر
للأمراض التنكسية العصبية، وتطوير استراتيجيات علاجية
ووقائية جديدة من خلال ترجمة الاكتشافات الأساسية
إلى تطبيقات الصحة العامة السريرية والتطبيقية.كجزء
من مشروع الدماغ البشري، نركز على فك تجانس الخلايا
العصبية بواسطة تسلسل الحمض النووي الريبي أحادي الخلية.","מטרות הלִבּה של המחקר הן להבין את הגורמים
ומקדמי הסיכון למחלות עצבים ניווניות, ולפתח
אסטרטגיות טיפוליוֹת ומניעתיוֹת חדשות על-ידי
תרגום תגליות יסוד ליישׂומים קליניים ויישׂומים
בתחום בריאות הציבור. במסגרת פרויקט המוח האנושי אנו
מתמקדים בפענוח הטרוֹגניוּת של נוירונים
באמצעות ריצוף רנ""א של תא יחיד."
OS_MAP_P100_NAME,University of Sheffield,جامعة شيفيلد,אוניברסיטת שפילד
OS_MAP_P100_CITY,"Sheffield, United Kingdom",شيفيلد، المملكة المتحدة,"שפילד, בריטניה"
OS_MAP_P101_NAME,"University of the West of England, UWE Bristol",جامعة غرب إنجلترا,אוניברסיטת מערב אנגליה
OS_MAP_P101_CITY,"Bristol, United Kingdom",بريستول، المملكة المتحدة,"בריסטול, בריטניה"
OS_MAP_P102_NAME,University of Surrey,جامعة سوري,אוניברסיטת סורי
OS_MAP_P102_CITY,"Guildford, United Kingdom",جيلفورد، المملكة المتحدة,"גוילפורד, בריטניה"
OS_MAP_P103_NAME,Tampere University,جامعة تامبيري,אוניברסיטת טמפרה
OS_MAP_P103_CITY,"Turku, Finland",توركو، فنلندا,"טורקו, פינלנד"
OS_MAP_P104_NAME,University of Leeds,جامعة ليدز,אוניברסיטת לידס
OS_MAP_P104_CITY,"Leeds, United Kingdom",ليدز، المملكة المتحدة,"לידס, בריטניה"
OS_MAP_P105_NAME,Pierre and Marie Curie University,جامعة بيير وماري كوري,אוניברסיטת פייר ומארי קירי
OS_MAP_P105_CITY,"Paris, France",باريس، فرنسا,"פריז, צרפת"
OS_MAP_P106_NAME,University of Sussex,جامعة ساسكس,אוניברסיטת סאסקס
OS_MAP_P106_CITY,"Falmer, United Kingdom",فلمر، المملكة المتحدة,"פאלמר, בריטניה"
OS_MAP_P107_NAME,Middlesex University,جامعة ميدلسكس,אוניברסיטת מידלסקס
OS_MAP_P107_CITY,"Hendon, London, United Kingdom",هندون، لندن، المملكة المتحدة,"הנדון, לונדון, בריטניה"
OS_MAP_P107_DESC,"Middlesex University is in London, and HBP
research at Middlesex focuses on Neuromorphic
Embodied Agents that Learn. Reusable software
components are developed in PyNN using spiking
neurons in Nest and neuromorphic hardware. These
components are combined to implement agents in the
Neurorobotics Platform, in other virtual
environments or in robots.","جامعة ميدلسكس في لندن، تركز أبحاثها في مشروع
الدماغ البشري على الوسطاء العصبيين، المورفولوجيين
ذوي القدرة على التعلم. يقوم الفريق بتطوير
مكونات البرامج متعددة الأغراض بلغة PyNN عن طريق
استخدام النبضات العصبية بمحاكاة Nest والخلايا العصبية المورفولوجية.
مزيج من هذه المكونات يتيح تطبيق الوسطاء على
منصة العصبية الحيوية في البيئات الإفتراضية
الأخرى، أو في الروبوتات.","אוניברסיטת מידלסקס נמצאת בלונדון, והמחקר
הנערך בה במסגרת פרויקט המוח האנושי
מתמקד במתווכים מוכללים נוֹירוֹ-מורפיים
עם יכולת למידה. הצוות מְפַתֵּחַ מרכּיבי
תוכנה רב-פעמיים בשפת PyNN באמצעות דחפים עצביים
במדַמֶה Nest ובחוֹמרוֹת נוירו-מורפיות.
שילוב של מרכיבים אלה מאפשר יישׂום
של מתווכים בפלטפורמת הנוירורובוטיקה
בסביבות וירטוּאליוֹת אחרות, או ברובוטים."
OS_MAP_P108_NAME,University of Lyon,جامعة ليون,אוניברסיטת ליון
OS_MAP_P108_CITY,"Lyon, France",ليون، فرنسا,"ליון, צרפת"
OS_MAP_P109_NAME,Polytechnic of Turin (Politecnico di Torino),جامعة البوليتكنيك في تورينو,האוניברסיטה הפוליטכנית של טורינו
OS_MAP_P109_CITY,"Turin, Italy",تورينو ، إيطاليا,"טורינו, איטליה"
OS_MAP_P109_DESC,"For over 150 years, Politecnico di Torino has been
one of the most prestigious technical universities
at national and international level. The
EDA-group, being part of the HBP neuromorphic
engineering team, is involved in the design of
optimized algorithms for exploiting the innovative
many-core architecture of the SpiNNaker
neuromorphic platform.","جامعة البوليتكنيكو في تورينو (جامعة العلولم التطبيقية) هي
واحدة من الجامعات التكنولوجية المرموقة في
ايطاليا والعالم منذ أكثر من 150 سنة.
تشارك الجامعة في ""مشروع الدماغ البشري""، بواسطة
فريق هندسة عصبية الشكل الذي يشارك في خوارزميات
البرمجة لاستخدام منصة الـ ""سبينكار"" المبتكرة
للمشروع.","פוליטכניקו דה טורינו היא אחת האוניברסיטאות
הטכנולוגיות היוקרתיות ביותר באיטליה ובעולם
כבר למעלה מ-150 שנה. באוניברסיטה לוקח
חלק ב""פרויקט המוח האנושי"" צוות ההנדסה
הנוירומורפית שמעורב בתכנות אלגוריתמים לשימוש
בפלטפורמת ה""ספיניקר"" החדשנית של הפרויקט."
OS_MAP_P110_NAME,University of Ghent,جامعة غنت,אוניברסיטת גנט
OS_MAP_P110_CITY,"Ghent, Belgium",غنت، بلجيكا,"גנט, בלגיה"
OS_MAP_P111_NAME,The Catholic University of Leuven,الجامعة الكاثوليكية لوفان,האוניברסיטה הקתולית של לאובן
OS_MAP_P111_CITY,"Leuven, Belgium",لوفان، بلجيكا,"לאובן, בלגיה"
OS_MAP_P112_NAME,University of Basel,جامعة بازل,אוניברסיטת באזל
OS_MAP_P112_CITY,"Basel, Switzerland",بازل، سويسرا,"באזל, שווייץ"
OS_MAP_P113_NAME,VU University Medical Center,المركز الطبي لجامعة VU,המרכז הרפואי אוניברסיטת VU
OS_MAP_P113_CITY,"Amsterdam, The Netherlands",أمستردام، هولندا,"אמסטרדם, הולנד"
OS_MAP_P114_NAME,Swiss Institute of Bioinformatics ISB Foundation,المعهد السويسري للمعلوماتية الحيوية,המכון השוויצרי לביואינפורמטיקה
OS_MAP_P114_CITY,"Lausanne, Switzerland",لوزان، سويسرا,"לוזאן, שווייץ"
OS_MAP_P115_NAME,"European Brain Research Institute
Rita Levi-Montalcini Foundation","المعهد الأوروبي لأبحاث الدماغ،
مؤسسة ريتا ليفي مونتكالتسيني","המכון האירופאי לחקר המוח,
קרן ריטה לוי-מונצאלצ'יני "
OS_MAP_P115_CITY,"Rome, Italy",روما، إيطاليا,"רומא, איטליה"
OS_MAP_P116_NAME,Scuola Normale Superiore,كلية التعليم العالي,בית הספר ללימודים גבוהים
OS_MAP_P116_CITY,"Pisa, Italy",بيزا، إيطاليا,"פיזה, איטליה"
OS_MAP_P117_NAME,University of Maastricht,جامعة ماستريخت,אוניברסיטת מאסטריכט
OS_MAP_P117_CITY,"Maastricht, The Netherlands",ماستريخت، هولندا,"מאסטריכט, הולנד"
OS_MAP_P118_NAME,University of Hertfordshire,جامعة هيرتفوردشاير,אוניברסיטת הרטפורדשייר
OS_MAP_P118_CITY,"Hatfield, United Kingdom",هاتفيلد، المملكة المتحدة,"הטפילד, בריטניה"
OS_MAP_P119_NAME,University Hospital Bonn,مستشفى الجامعة بون,בית החולים האוניברסיטאי בון
OS_MAP_P119_CITY,"Bonn, Germany",بون، ألمانيا,"בון, גרמינה"
OS_MAP_P120_NAME,"Biomedical Research Foundation, Academy of Athens",مؤسسة البحوث الطبية الحيوية، أكاديمية أثينا,"הקרן למחקר ביו-רפואי, האקדמיה של אתונה"
OS_MAP_P120_CITY,"Athens, Greece",أثينا، اليونان,"אתונה, יוון"
OS_MAP_P121_NAME,Convelop Cooperative Knowledge Design GmbH,كونبلوف التعاونية لتصميم المعرفة,קואופרטיב קונבלופ לעיצוב הידע
OS_MAP_P121_CITY,"Graz, Austria",غراتس، النمسا,"גראץ, אוסטריה"
OS_MAP_P122_NAME,Charité - University Medicine Berlin,كلية الطب شاريتي برلين,בית הספר לרפואה שאריטֶה ברלין
OS_MAP_P122_CITY,"Berlin, Germany",برلين، ألمانيا,"ברלין, גרמניה"
OS_MAP_P122_DESC,"Charité Universitätsmedizin Berlin is Europe´s
largest University Hospital. More than half of the
German Nobel laureates for medicine and physiology
originate from it. Charité’s Brain Simulation
Section heads HBP’s project TheVirtualBrain (TVB).
TVB is a simulation platform for simulating
patient brains to test virtual therapies. TVB has
several thousand users.","تعد كلية الطب شاريت في برلين أكبر
كلية طب في أوروبا. تعلم فيها أكثر من نصف
الفائزين بجائزة نوبل في الطب وعلم وظائف
الأعضاء في ألمانيا. يترأس قسم التصوير الذهني
في شاريت مشروع TheVirtualBrain (TVB) لمشروع الدماغ
البشري. TVB هي عبارة عن منصة لتصور دماغ المريض
لاختبار العلاجات الافتراضية. يستخدمها الآلاف.","בית הספר לרפואה שאריטֶה שבברלין הוא בית
הספר הגדול ביותר לרפואה באירופה.
יותר ממחצית מזוֹכי פרסי נובל לרפואה ולפיזיולוגיה
בגרמניה למדו בו. מחלקת ההדמיה המוחית של שאריטֶה
עומדת בראש פרויקט TheVirtualBrain (TVB) של פרויקט
המוח האנושי. TVB היא פלטפורמה להדמיה של
מוח מטופל במטרה לבדוק טיפולים וירטואליים.
משתמשיה מוֹנִים כמה אֲלָפִים."
OS_MAP_P123_NAME,European Molecular Biology Laboratory (EMBL),المختبر الأوروبي للبيولوجيا الجزيئية,המעבדה האירופית לביולוגיה מולקולרית
OS_MAP_P123_CITY,"Heidelberg, Germany",هايدلبرغ، ألمانيا,"היידלברג, גרמניה"
OS_MAP_P123_DESC,"At EMBL in Heidelberg, the group of Anna Kreshuk
specializes in developing machine learning
algorithms and tools for automatic segmentation,
classification and analysis of biological images.
Within the Human Brain Project, her team develops
special workflows for the ilastik image processing
toolkit with the goal of neuroimaging analysis at
scale.","في المختبر الأوروبي للبيولوجيا الجزيئية،
يتخصص فريق آنه كرشوك في تطوير خوارزميات
وأدوات التعلم الآلي لتقسيم الصور البيولوجية
وفهرستها وتحليلها تلقائيًا. كجزء من مشروع
لدماغ البشري، يطور الفريق عمليات عمل خاصة
لـ ""'صندوق الأدوات"" من ILastik لمعالجة الصور من أجل تحقيق
تحليل تصوير دماغي بالحجم الطبيعي.","במעבדה האירופית לביולוגיה מולקולרית מתמחה
הצוות של אנה קְרֶשׁוּק בפיתוח אלגוריתמים ללמידת
מכונה וכלים לפילוח, קִטְלוּג וניתוח אוטומטיים
של דימויים ביולוגיים. במסגרת פרויקט המוח האנושי
הצוות מְפַתֵּחַ תהליכי עבודה מיוחדים
עבור ""ארגז הכלים"" של ilastik לעיבוד תמונה,
במטרה להגיע לניתוח דימוּת מוחי בגודל טבעי."
OS_MAP_P124_NAME,Medical University Greifswald,جامعة جرايفسفالد الطبية,האוניברסיטה הרפואית גרייפסוואלד
OS_MAP_P124_CITY,"Greifswald, Germany",غرايفسفالد، ألمانيا,"גרייפסוואלד, גרמניה"
OS_MAP_P125_NAME,Swiss Integrative Center for Human Health,المركز السويسري التكاملي لصحة الإنسان,המרכז האינטגרטיבי השוויצרי לבריאות האדם
OS_MAP_P125_CITY,"Fribourg, Switzerland",فرايبورغ، سويسرا,"פרייבורג, שווייץ"
OS_MAP_P126_NAME,University Grenoble Alpes,جامعة غرونوبل,אוניברסיטת גרנובל
OS_MAP_P126_CITY,"Grenoble, France",غرونوبل، فرنسا,"גרנובל, צרפת"
OS_MAP_P127_NAME,University Hospital Freiburg,المستشفى الجامعي فرايبورغ,בית החולים האוניברסיטאי פרייבורג
OS_MAP_P127_CITY,"Freiburg, Germany",فرايبورغ، ألمانيا,"פרייבורג, גרמניה"
OS_MAP_P128_NAME,"""Claudio Munari"" Center for Epilepsy Surgery","مركز ""كلاوديو موناري"" لجراحة الصرع",מרכז קלאודיו מונארי לכרורגיית אפילפסיה
OS_MAP_P128_CITY,"Milan, Italy",ميلان، إيطاليا,"מילאנו, איטליה"
OS_MAP_P129_NAME,University Hospital Grenoble Alpes,مستشفى الجامعة,בית החולים האוניברסיטאי
OS_MAP_P129_CITY,"Grenoble, France",غرونوبل، فرنسا,"גרנובל, צרפת"
OS_MAP_COUNTRY_SPAIN_NAME,Spain,Spain,ספרד
OS_MAP_COUNTRY_FRANCE_NAME,France,France,צרפת
OS_MAP_COUNTRY_NORWAY_NAME,Norway,Norway,נורווגיה
OS_MAP_COUNTRY_TURKEY_NAME,Turkey,Turkey,טורקיה
OS_MAP_COUNTRY_PORTUGAL_NAME,Portugal,Portugal,פורטוגל
OS_MAP_COUNTRY_BELGIUM_NAME,Belgium,Belgium,בלגיה
OS_MAP_COUNTRY_DENMARK_NAME,Denmark,Denmark,דנמרק
OS_MAP_COUNTRY_HUNGARY_NAME,Hungary,Hungary,הונגריה
OS_MAP_COUNTRY_AUSTRIA_NAME,Austria,Austria,אוסטריה
OS_MAP_COUNTRY_SWITZERLAND_NAME,Switzerland,Switzerland,שוייץ
OS_MAP_COUNTRY_SLOVENIA_NAME,Slovenia,Slovenia,סלובניה
OS_MAP_COUNTRY_SWEDEN_NAME,Sweden,Sweden,שוודיה
OS_MAP_COUNTRY_ITALY_NAME,Italy,Italy,איטליה
OS_MAP_COUNTRY_NETHERLANDS_NAME,Netherlands,Netherlands,הולנד
OS_MAP_COUNTRY_FINLAND_NAME,Finalnd,Finalnd,פינלנד
OS_MAP_COUNTRY_GREECE_NAME,Greece,Greece,יוון
OS_MAP_COUNTRY_GERMANY_NAME,Germany,Germany,גרמניה
OS_MAP_COUNTRY_ISRAEL_NAME,Israel,Israel,ישראל
OS_MAP_COUNTRY_UK_NAME,United Kingdom,United Kingdom,בריטניה
